,gain_dc_-40,gain_dc_-20,gain_dc_0,gain_dc_20,gain_dc_40,gain_dc_80,gain_dc_125,name,type,time,OK
0,44.20546,45.62685,46.48737,47.03007,47.39916,47.8581,48.06051,bode_SchGtKttTtVt,Sch,Thu Feb 22 22:17:27 2024,False
